Year,County,Region,Child_Population,% of Children in Total Population,Total_Population
2012,Collin,3-Arlington,234195,28,830057
2012,Collingsworth,1-Lubbock,826,27,3060
2012,Colorado,6-Houston,4855,23,20920
2012,Comal,8-San Antonio,26528,23,115105
2012,Comanche,2-Abilene,3213,23,13771
2012,Concho,9-Midland,558,14,4087
2012,Cooke,3-Arlington,9558,25,38668
2012,Coryell,7-Austin,20932,28,75967
2012,Cottle,2-Abilene,340,23,1500
2012,Crane,9-Midland,1336,29,4669
2012,Crockett,9-Midland,960,25,3774
2012,Crosby,1-Lubbock,1665,27,6097
2012,Culberson,10-El Paso,601,25,2362
2012,Dallam,1-Lubbock,2023,30,6765
2012,Dallas,3-Arlington,668870,27,2441092
2012,Dawson,9-Midland,3357,24,13749
2012,DeWitt,8-San Antonio,4463,22,20365
2012,Deaf Smith,1-Lubbock,6063,32,19069
2012,Delta,4-Tyler,1140,22,5247
2012,Denton,3-Arlington,189269,27,704794
2012,Dickens,1-Lubbock,427,18,2345
2012,Dimmit,8-San Antonio,3006,29,10267
2012,Donley,1-Lubbock,714,20,3582
2012,Duval,11-Edinburg,3025,26,11794
2012,Eastland,2-Abilene,4143,22,18485
2012,Ector,9-Midland,42407,29,145200
2012,Edwards,8-San Antonio,401,20,1988
2012,El Paso,10-El Paso,239005,29,816533
2012,Ellis,3-Arlington,43547,28,155008
2012,Erath,3-Arlington,8402,22,38485
2012,Falls,7-Austin,3724,21,17595
2012,Fannin,3-Arlington,7250,21,34015
2012,Fayette,7-Austin,5419,22,24802
2012,Fisher,2-Abilene,829,21,3951
2012,Floyd,1-Lubbock,1715,27,6239
2012,Foard,2-Abilene,255,20,1297
2012,Fort Bend,6-Houston,179932,29,629845
2012,Franklin,4-Tyler,2595,24,10643
2012,Freestone,7-Austin,4527,23,19813
2012,Frio,8-San Antonio,4282,24,17726
2012,Gaines,9-Midland,6301,34,18371
2012,Galveston,6-Houston,75735,25,303340
2012,Garza,1-Lubbock,1277,20,6509
2012,Gillespie,8-San Antonio,4935,20,25054
2012,Glasscock,9-Midland,329,26,1247
2012,Goliad,8-San Antonio,1587,22,7303
2012,Gonzales,8-San Antonio,5383,27,20141
2012,Gray,1-Lubbock,5568,24,22772
2012,Grayson,3-Arlington,29271,24,123056
2012,Gregg,4-Tyler,31291,26,122663
2012,Grimes,7-Austin,6022,22,27048
2012,Guadalupe,8-San Antonio,37125,27,138339
2012,Hale,1-Lubbock,10120,28,35644
2012,Hall,1-Lubbock,821,25,3308
2012,Hamilton,7-Austin,1797,21,8441
2012,Hansford,1-Lubbock,1658,29,5623
2012,Hardeman,2-Abilene,981,24,4049
2012,Hardin,5-Beaumont,13849,25,55104
2012,Harris,6-Houston,1180834,28,4264024
2012,Harrison,4-Tyler,16939,26,66193
2012,Hartley,1-Lubbock,1300,22,6032
2012,Haskell,2-Abilene,1198,20,5901
2012,Hays,7-Austin,41439,24,170350
2012,Hemphill,1-Lubbock,1159,30,3924
2012,Henderson,4-Tyler,17518,22,79101
2012,Hidalgo,11-Edinburg,265122,33,793694
2012,Hill,7-Austin,8516,24,35249
2012,Hockley,1-Lubbock,6233,27,23197
2012,Hood,3-Arlington,10895,21,52621
2012,Hopkins,4-Tyler,8785,25,35550
2012,Houston,5-Beaumont,4680,20,23460
2012,Howard,9-Midland,8055,22,36031
2012,Hudspeth,10-El Paso,926,27,3434
2012,Hunt,3-Arlington,21182,24,87702
2012,Hutchinson,1-Lubbock,5696,26,21976
2012,Irion,9-Midland,331,21,1562
2012,Jack,2-Abilene,1919,21,8990
2012,Jackson,8-San Antonio,3655,25,14406
2012,Jasper,5-Beaumont,8642,24,35708
2012,Jeff Davis,10-El Paso,378,17,2255
2012,Jefferson,5-Beaumont,59469,23,253540
2012,Jim Hogg,11-Edinburg,1488,28,5248
2012,Jim Wells,11-Edinburg,11697,28,41253
2012,Johnson,3-Arlington,41346,27,154957
2012,Jones,2-Abilene,3571,18,20070
2012,Karnes,8-San Antonio,2986,20,14873
2012,Kaufman,3-Arlington,29862,28,107309
2012,Kendall,8-San Antonio,8403,24,35529
2012,Kenedy,11-Edinburg,96,22,428
2012,Kent,2-Abilene,177,22,802
2012,Kerr,8-San Antonio,9989,20,50065
2012,Kimble,9-Midland,883,19,4539
2012,King,1-Lubbock,62,22,286
2012,Kinney,8-San Antonio,690,20,3539
2012,Kleberg,11-Edinburg,7829,25,31731
2012,Knox,2-Abilene,938,25,3741
2012,La Salle,8-San Antonio,1473,21,7144
2012,Lamar,4-Tyler,11791,24,49856
2012,Lamb,1-Lubbock,3841,28,13723
2012,Lampasas,7-Austin,4725,24,19910
2012,Lavaca,8-San Antonio,4466,23,19441
2012,Lee,7-Austin,4262,25,16801
2012,Leon,7-Austin,3717,22,16938
2012,Liberty,6-Houston,19383,25,77429
2012,Limestone,7-Austin,5391,23,23401
2012,Lipscomb,1-Lubbock,898,27,3363
2012,Live Oak,11-Edinburg,2285,20,11583
2012,Llano,7-Austin,3040,16,19321
2012,Loving,9-Midland,9,11,84
2012,Lubbock,1-Lubbock,69485,24,285467
2012,Lynn,1-Lubbock,1540,27,5796
2012,Madison,7-Austin,2977,22,13781
2012,Marion,4-Tyler,1957,19,10504
2012,Martin,9-Midland,1457,29,5003
2012,Mason,9-Midland,820,21,3973
2012,Matagorda,6-Houston,9362,25,36778
2012,Maverick,8-San Antonio,17955,32,55377
2012,McCulloch,9-Midland,1969,24,8328
2012,McLennan,7-Austin,61272,26,238430
2012,McMullen,11-Edinburg,124,17,722
2012,Medina,8-San Antonio,11672,25,46886
2012,Menard,9-Midland,431,19,2217
2012,Midland,9-Midland,39678,27,144819
2012,Milam,7-Austin,6269,25,24668
2012,Mills,7-Austin,1120,23,4896
2012,Mitchell,2-Abilene,1804,19,9493
2012,Montague,2-Abilene,4398,22,19597
2012,Montgomery,6-Houston,130195,27,483845
2012,Moore,1-Lubbock,6835,31,21819
2012,Morris,4-Tyler,2911,23,12835
2012,Motley,1-Lubbock,248,21,1204
2012,Nacogdoches,5-Beaumont,14456,23,64067
2012,Navarro,3-Arlington,12496,26,47806
2012,Newton,5-Beaumont,3072,22,14259
2012,Nolan,2-Abilene,3937,26,15261
2012,Nueces,11-Edinburg,88984,26,348369
2012,Ochiltree,1-Lubbock,3255,31,10408
2012,Oldham,1-Lubbock,698,33,2087
2012,Orange,5-Beaumont,19958,24,82680
2012,Palo Pinto,3-Arlington,6773,24,28036
2012,Panola,4-Tyler,5805,24,23967
2012,Parker,3-Arlington,29514,25,120311
2012,Parmer,1-Lubbock,3021,30,10023
2012,Pecos,9-Midland,3831,24,15743
2012,Polk,5-Beaumont,9454,21,46009
2012,Potter,1-Lubbock,33033,27,121542
2012,Presidio,10-El Paso,2011,27,7331
2012,Rains,4-Tyler,2271,21,11001
2012,Randall,1-Lubbock,30410,25,123484
2012,Reagan,9-Midland,1036,30,3493
2012,Real,8-San Antonio,603,18,3320
2012,Red River,4-Tyler,2662,21,12827
2012,Reeves,9-Midland,3121,22,14117
2012,Refugio,11-Edinburg,1717,23,7390
2012,Roberts,1-Lubbock,232,25,932
2012,Robertson,7-Austin,3980,24,16641
2012,Rockwall,3-Arlington,23956,29,82800
2012,Runnels,2-Abilene,2582,24,10568
2012,Rusk,4-Tyler,11999,23,53206
2012,Sabine,5-Beaumont,2007,19,10651
2012,San Augustine,5-Beaumont,1758,20,8755
2012,San Jacinto,5-Beaumont,6201,23,26822
2012,San Patricio,11-Edinburg,18043,27,65965
2012,San Saba,7-Austin,1214,20,6023
2012,Schleicher,9-Midland,1011,30,3361
2012,Scurry,2-Abilene,4267,25,17171
2012,Shackelford,2-Abilene,784,23,3350
2012,Shelby,5-Beaumont,6632,26,25470
2012,Sherman,1-Lubbock,856,28,3047
2012,Smith,4-Tyler,54419,25,214859
2012,Somervell,3-Arlington,2120,25,8601
2012,Starr,11-Edinburg,20365,33,61813
2012,Stephens,2-Abilene,2231,23,9584
2012,Sterling,9-Midland,274,24,1166
2012,Stonewall,2-Abilene,316,21,1486
2012,Sutton,9-Midland,1046,25,4134
2012,Swisher,1-Lubbock,1961,25,7708
2012,Tarrant,3-Arlington,513517,27,1874438
2012,Taylor,2-Abilene,32684,25,133187
2012,Terrell,9-Midland,201,20,990
2012,Terry,1-Lubbock,3308,26,12716
2012,Throckmorton,2-Abilene,341,21,1598
2012,Titus,4-Tyler,9669,30,32491
2012,Tom Green,9-Midland,26176,23,112365
2012,Travis,7-Austin,253035,24,1076898
2012,Trinity,5-Beaumont,2897,20,14513
2012,Tyler,5-Beaumont,4208,19,21650
2012,Upshur,4-Tyler,9461,24,39734
2012,Upton,9-Midland,938,27,3460
2012,Uvalde,8-San Antonio,7366,28,26611
2012,Val Verde,8-San Antonio,14301,29,48808
2012,Van Zandt,4-Tyler,12400,23,53121
2012,Victoria,8-San Antonio,22858,26,88690
2012,Walker,6-Houston,11508,17,68915
2012,Waller,6-Houston,10860,24,44519
2012,Ward,9-Midland,3058,28,11094
2012,Washington,7-Austin,7397,22,33927
2012,Webb,11-Edinburg,85970,34,255096
2012,Wharton,6-Houston,10821,26,41444
2012,Wheeler,1-Lubbock,1370,25,5482
2012,Wichita,2-Abilene,30281,23,131488
2012,Wilbarger,2-Abilene,3269,24,13381
2012,Willacy,11-Edinburg,5714,26,22149
2012,Williamson,7-Austin,126706,28,452627
2012,Wilson,8-San Antonio,11305,25,44597
2012,Winkler,9-Midland,2181,29,7448
2012,Wise,3-Arlington,15112,25,60447
2012,Wood,4-Tyler,8554,20,42643
2012,Yoakum,1-Lubbock,2527,31,8077
2012,Young,2-Abilene,4386,24,18533
2012,Zapata,11-Edinburg,4735,34,14124
2012,Zavala,8-San Antonio,3622,31,11864
2011,Anderson,4-Tyler,11413,20,58455
2011,Andrews,9-Midland,4505,29,15320
2011,Angelina,5-Beaumont,23190,27,87214
2011,Aransas,11-Edinburg,4486,19,23568
2011,Archer,2-Abilene,2122,24,8961
2011,Armstrong,1-Lubbock,411,22,1906
2011,Atascosa,8-San Antonio,12862,28,45508
2011,Austin,6-Houston,7045,25,28601
2011,Bailey,1-Lubbock,2228,31,7199
2011,Bandera,8-San Antonio,3909,19,20555
2011,Bastrop,7-Austin,19578,26,75339
2011,Baylor,2-Abilene,763,21,3699
2011,Bee,11-Edinburg,6989,22,32089
2011,Bell,7-Austin,90031,29,314868
2011,Bexar,8-San Antonio,471822,27,1750430
2011,Blanco,7-Austin,2237,21,10590
2011,Borden,9-Midland,128,20,644
2011,Bosque,7-Austin,4037,22,18141
2011,Bowie,4-Tyler,22012,24,92602
2011,Brazoria,6-Houston,87673,27,319062
2011,Brazos,7-Austin,40848,21,198263
2011,Brewster,10-El Paso,1892,21,9221
2011,Briscoe,1-Lubbock,351,22,1617
2011,Brooks,11-Edinburg,1948,27,7214
2011,Brown,2-Abilene,9047,24,38195
2011,Burleson,7-Austin,4026,23,17238
2011,Burnet,7-Austin,9822,23,43254
2011,Caldwell,7-Austin,10019,26,38624
2011,Calhoun,8-San Antonio,5610,26,21527
2011,Callahan,2-Abilene,3127,23,13530
2011,Cameron,11-Edinburg,133020,33,408898
2011,Camp,4-Tyler,3322,27,12469
2011,Carson,1-Lubbock,1531,25,6130
2011,Cass,4-Tyler,6993,23,30477
2011,Castro,1-Lubbock,2429,31,7932
2011,Chambers,6-Houston,9986,28,35680
2011,Cherokee,4-Tyler,13148,26,50967
2011,Childress,1-Lubbock,1472,21,7036
2011,Clay,2-Abilene,2367,22,10648
2011,Cochran,1-Lubbock,902,29,3124
2011,Coke,9-Midland,675,20,3304
2011,Coleman,2-Abilene,1944,22,8835
2011,Collin,3-Arlington,229583,28,806030
2011,Collingsworth,1-Lubbock,836,27,3057
2011,Colorado,6-Houston,4911,24,20902
2011,Comal,8-San Antonio,26085,23,111728
2011,Comanche,2-Abilene,3274,24,13861
2011,Concho,9-Midland,568,14,4081
2011,Cooke,3-Arlington,9693,25,38531
2011,Coryell,7-Austin,21009,28,75686
2011,Cottle,2-Abilene,341,23,1504
2011,Crane,9-Midland,1317,29,4515
2011,Crockett,9-Midland,981,26,3747
2011,Crosby,1-Lubbock,1695,28,6075
2011,Culberson,10-El Paso,629,26,2376
2011,Dallam,1-Lubbock,2000,30,6728
2011,Dallas,3-Arlington,661594,28,2404557
2011,Dawson,9-Midland,3374,25,13767
2011,DeWitt,8-San Antonio,4465,22,20217
2011,Deaf Smith,1-Lubbock,6150,32,19213
2011,Delta,4-Tyler,1161,22,5230
2011,Denton,3-Arlington,185986,27,683302
2011,Dickens,1-Lubbock,456,19,2388
2011,Dimmit,8-San Antonio,2997,30,10121
2011,Donley,1-Lubbock,737,20,3623
2011,Duval,11-Edinburg,3057,26,11783
2011,Eastland,2-Abilene,4150,22,18530
2011,Ector,9-Midland,40998,29,141074
2011,Edwards,8-San Antonio,403,20,1991
2011,El Paso,10-El Paso,239853,30,808637
2011,Ellis,3-Arlington,43427,29,152291
2011,Erath,3-Arlington,8427,22,38182
2011,Falls,7-Austin,3777,21,17718
2011,Fannin,3-Arlington,7374,22,33954
2011,Fayette,7-Austin,5385,22,24678
2011,Fisher,2-Abilene,861,22,3962
2011,Floyd,1-Lubbock,1779,28,6331
2011,Foard,2-Abilene,266,20,1313
2011,Fort Bend,6-Houston,176837,29,607316
2011,Franklin,4-Tyler,2593,24,10617
2011,Freestone,7-Austin,4584,23,19806
2011,Frio,8-San Antonio,4249,24,17466
2011,Gaines,9-Midland,6178,34,17933
2011,Galveston,6-Houston,74861,25,297263
2011,Garza,1-Lubbock,1278,20,6480
2011,Gillespie,8-San Antonio,4985,20,24948
2011,Glasscock,9-Midland,337,27,1236
2011,Goliad,8-San Antonio,1610,22,7253
2011,Gonzales,8-San Antonio,5382,27,19965
2011,Gray,1-Lubbock,5571,25,22654
2011,Grayson,3-Arlington,29145,24,121941
2011,Gregg,4-Tyler,31108,25,122179
2011,Grimes,7-Austin,6011,22,26816
2011,Guadalupe,8-San Antonio,36751,27,134889
2011,Hale,1-Lubbock,10273,29,35952
2011,Hall,1-Lubbock,845,25,3322
2011,Hamilton,7-Austin,1813,21,8475
2011,Hansford,1-Lubbock,1666,30,5614
2011,Hardeman,2-Abilene,996,24,4091
2011,Hardin,5-Beaumont,13946,25,54868
2011,Harris,6-Houston,1163639,28,4177712
2011,Harrison,4-Tyler,16950,26,65899
2011,Hartley,1-Lubbock,1333,22,6038
2011,Haskell,2-Abilene,1204,20,5892
2011,Hays,7-Austin,40089,25,163612
2011,Hemphill,1-Lubbock,1136,29,3858
2011,Henderson,4-Tyler,17667,22,78819
2011,Hidalgo,11-Edinburg,266647,34,784187
2011,Hill,7-Austin,8507,24,35151
2011,Hockley,1-Lubbock,6198,27,23053
2011,Hood,3-Arlington,10877,21,51888
2011,Hopkins,4-Tyler,8894,25,35348
2011,Houston,5-Beaumont,4775,20,23591
2011,Howard,9-Midland,7921,22,35510
2011,Hudspeth,10-El Paso,992,29,3454
2011,Hunt,3-Arlington,21262,24,86887
2011,Hutchinson,1-Lubbock,5733,26,22061
2011,Irion,9-Midland,345,22,1574
2011,Jack,2-Abilene,1955,22,9009
2011,Jackson,8-San Antonio,3596,25,14229
2011,Jasper,5-Beaumont,8727,24,35702
2011,Jeff Davis,10-El Paso,410,18,2289
2011,Jefferson,5-Beaumont,59936,24,253084
2011,Jim Hogg,11-Edinburg,1499,28,5270
2011,Jim Wells,11-Edinburg,11717,29,41038
2011,Johnson,3-Arlington,41157,27,152918
2011,Jones,2-Abilene,3644,18,20128
2011,Karnes,8-San Antonio,2954,20,14834
2011,Kaufman,3-Arlington,29787,28,105305
2011,Kendall,8-San Antonio,8210,24,34442
2011,Kenedy,11-Edinburg,97,23,422
2011,Kent,2-Abilene,179,22,806
2011,Kerr,8-San Antonio,9970,20,49846
2011,Kimble,9-Midland,910,20,4570
2011,King,1-Lubbock,64,22,285
2011,Kinney,8-San Antonio,702,20,3564
2011,Kleberg,11-Edinburg,7964,25,31906
2011,Knox,2-Abilene,931,25,3727
2011,La Salle,8-San Antonio,1457,21,7009
2011,Lamar,4-Tyler,11932,24,49805
2011,Lamb,1-Lubbock,3964,29,13833
2011,Lampasas,7-Austin,4797,24,19794
2011,Lavaca,8-San Antonio,4442,23,19350
2011,Lee,7-Austin,4293,26,16698
2011,Leon,7-Austin,3721,22,16870
2011,Liberty,6-Houston,19309,25,76526
2011,Limestone,7-Austin,5439,23,23379
2011,Lipscomb,1-Lubbock,894,27,3333
2011,Live Oak,11-Edinburg,2311,20,11546
2011,Llano,7-Austin,3064,16,19312
2011,Loving,9-Midland,10,12,83
2011,Lubbock,1-Lubbock,68720,24,282188
2011,Lynn,1-Lubbock,1574,27,5850
2011,Madison,7-Austin,2987,22,13712
2011,Marion,4-Tyler,1973,19,10512
2011,Martin,9-Midland,1440,29,4896
2011,Mason,9-Midland,834,21,3993
2011,Matagorda,6-Houston,9467,26,36734
2011,Maverick,8-San Antonio,18095,33,54829
2011,McCulloch,9-Midland,2008,24,8299
2011,McLennan,7-Austin,60600,26,236698
2011,McMullen,11-Edinburg,118,17,714
2011,Medina,8-San Antonio,11736,25,46445
2011,Menard,9-Midland,427,19,2228
2011,Midland,9-Midland,38560,27,140716
2011,Milam,7-Austin,6399,26,24708
2011,Mills,7-Austin,1151,23,4909
2011,Mitchell,2-Abilene,1812,19,9443
2011,Montague,2-Abilene,4447,23,19663
2011,Montgomery,6-Houston,127976,27,469608
2011,Moore,1-Lubbock,6898,32,21848
2011,Morris,4-Tyler,2951,23,12873
2011,Motley,1-Lubbock,257,21,1206
2011,Nacogdoches,5-Beaumont,14754,23,64303
2011,Navarro,3-Arlington,12690,27,47767
2011,Newton,5-Beaumont,3206,22,14335
2011,Nolan,2-Abilene,3945,26,15224
2011,Nueces,11-Edinburg,88566,26,344297
2011,Ochiltree,1-Lubbock,3239,31,10303
2011,Oldham,1-Lubbock,702,34,2067
2011,Orange,5-Beaumont,20199,25,82255
2011,Palo Pinto,3-Arlington,6867,24,28070
2011,Panola,4-Tyler,5827,24,23885
2011,Parker,3-Arlington,29655,25,118594
2011,Parmer,1-Lubbock,3089,30,10134
2011,Pecos,9-Midland,3815,24,15617
2011,Polk,5-Beaumont,9517,21,45681
2011,Potter,1-Lubbock,33316,27,121316
2011,Presidio,10-El Paso,2123,28,7564
2011,Rains,4-Tyler,2312,21,10951
2011,Randall,1-Lubbock,30186,25,122036
2011,Reagan,9-Midland,1018,30,3422
2011,Real,8-San Antonio,634,19,3314
2011,Red River,4-Tyler,2705,21,12837
2011,Reeves,9-Midland,3137,23,13943
2011,Refugio,11-Edinburg,1728,23,7378
2011,Roberts,1-Lubbock,235,25,930
2011,Robertson,7-Austin,4093,25,16623
2011,Rockwall,3-Arlington,23703,29,80546
2011,Runnels,2-Abilene,2602,25,10525
2011,Rusk,4-Tyler,12178,23,53263
2011,Sabine,5-Beaumont,2067,19,10745
2011,San Augustine,5-Beaumont,1790,20,8790
2011,San Jacinto,5-Beaumont,6233,23,26599
2011,San Patricio,11-Edinburg,18169,28,65378
2011,San Saba,7-Austin,1244,20,6070
2011,Schleicher,9-Midland,1049,31,3405
2011,Scurry,2-Abilene,4232,25,17030
2011,Shackelford,2-Abilene,805,24,3358
2011,Shelby,5-Beaumont,6647,26,25452
2011,Sherman,1-Lubbock,882,29,3040
2011,Smith,4-Tyler,54064,25,212245
2011,Somervell,3-Arlington,2159,25,8540
2011,Starr,11-Edinburg,20502,33,61398
2011,Stephens,2-Abilene,2249,23,9595
2011,Sterling,9-Midland,272,24,1155
2011,Stonewall,2-Abilene,325,22,1486
2011,Sutton,9-Midland,1078,26,4124
2011,Swisher,1-Lubbock,1999,26,7771
2011,Tarrant,3-Arlington,510474,28,1841845
2011,Taylor,2-Abilene,32398,24,132334
2011,Terrell,9-Midland,207,21,984
2011,Terry,1-Lubbock,3288,26,12669
2011,Throckmorton,2-Abilene,349,22,1617
2011,Titus,4-Tyler,9781,30,32410
2011,Tom Green,9-Midland,26089,23,111254
2011,Travis,7-Austin,248686,24,1050353
2011,Trinity,5-Beaumont,2980,20,14546
2011,Tyler,5-Beaumont,4280,20,21709
2011,Upshur,4-Tyler,9581,24,39514
2011,Upton,9-Midland,923,27,3405
2011,Uvalde,8-San Antonio,7467,28,26468
2011,Val Verde,8-San Antonio,14449,30,48853
2011,Van Zandt,4-Tyler,12482,24,52835
2011,Victoria,8-San Antonio,22977,26,87695
2011,Walker,6-Houston,11410,17,68413
2011,Waller,6-Houston,10812,25,43824
2011,Ward,9-Midland,2972,27,10858
2011,Washington,7-Austin,7401,22,33804
2011,Webb,11-Edinburg,87008,34,252752
2011,Wharton,6-Houston,10950,26,41357
2011,Wheeler,1-Lubbock,1360,25,5441
2011,Wichita,2-Abilene,30393,23,131263
2011,Wilbarger,2-Abilene,3355,25,13445
2011,Willacy,11-Edinburg,5806,26,22137
2011,Williamson,7-Austin,124123,28,437474
2011,Wilson,8-San Antonio,11317,26,43752
2011,Winkler,9-Midland,2145,30,7264
2011,Wise,3-Arlington,15224,25,59780
2011,Wood,4-Tyler,8535,20,42299
2011,Yoakum,1-Lubbock,2491,31,7969
2011,Young,2-Abilene,4415,24,18550
2011,Zapata,11-Edinburg,4768,34,14070
2011,Zavala,8-San Antonio,3624,31,11768
2010,Anderson,4-Tyler,11475,20,58458
2010,Andrews,9-Midland,4312,29,14786
2010,Angelina,5-Beaumont,23206,27,86771
2010,Aransas,11-Edinburg,4523,20,23158
2010,Archer,2-Abilene,2185,24,9054
2010,Armstrong,1-Lubbock,423,22,1901
2010,Atascosa,8-San Antonio,12862,29,44911
2010,Austin,6-Houston,7129,25,28417
2010,Bailey,1-Lubbock,2216,31,7165
2010,Bandera,8-San Antonio,4023,20,20485
2010,Bastrop,7-Austin,19452,26,74171
2010,Baylor,2-Abilene,768,21,3726
2010,Bee,11-Edinburg,6989,22,31861
2010,Bell,7-Austin,88117,28,310235
2010,Bexar,8-San Antonio,465286,27,1714773
2010,Blanco,7-Austin,2294,22,10497
2010,Borden,9-Midland,138,22,641
2010,Bosque,7-Austin,4171,23,18212
2010,Bowie,4-Tyler,22452,24,92565
2010,Brazoria,6-Houston,86985,28,313166
2010,Brazos,7-Austin,39831,20,194851
2010,Brewster,10-El Paso,1877,20,9232
2010,Briscoe,1-Lubbock,362,22,1637
2010,Brooks,11-Edinburg,2006,28,7223
2010,Brown,2-Abilene,9121,24,38106
2010,Burleson,7-Austin,4045,24,17187
2010,Burnet,7-Austin,9921,23,42750
2010,Caldwell,7-Austin,10058,26,38066
2010,Calhoun,8-San Antonio,5671,27,21381
2010,Callahan,2-Abilene,3225,24,13544
2010,Cameron,11-Edinburg,134199,33,406220
2010,Camp,4-Tyler,3355,27,12401
2010,Carson,1-Lubbock,1587,26,6182
2010,Cass,4-Tyler,7065,23,30464
2010,Castro,1-Lubbock,2523,31,8062
2010,Chambers,6-Houston,10011,29,35096
2010,Cherokee,4-Tyler,13173,26,50845
2010,Childress,1-Lubbock,1508,21,7041
2010,Clay,2-Abilene,2442,23,10752
2010,Cochran,1-Lubbock,918,29,3127
2010,Coke,9-Midland,699,21,3320
2010,Coleman,2-Abilene,1979,22,8895
2010,Collin,3-Arlington,224677,29,782341
2010,Collingsworth,1-Lubbock,845,28,3057
2010,Colorado,6-Houston,4968,24,20874
2010,Comal,8-San Antonio,25697,24,108472
2010,Comanche,2-Abilene,3380,24,13974
2010,Concho,9-Midland,577,14,4087
2010,Cooke,3-Arlington,9831,26,38437
2010,Coryell,7-Austin,21005,28,75388
2010,Cottle,2-Abilene,350,23,1505
2010,Crane,9-Midland,1289,29,4375
2010,Crockett,9-Midland,994,27,3719
2010,Crosby,1-Lubbock,1747,29,6059
2010,Culberson,10-El Paso,667,28,2398
2010,Dallam,1-Lubbock,2003,30,6703
2010,Dallas,3-Arlington,654263,28,2368139
2010,Dawson,9-Midland,3422,25,13833
2010,DeWitt,8-San Antonio,4493,22,20097
2010,Deaf Smith,1-Lubbock,6241,32,19372
2010,Delta,4-Tyler,1185,23,5231
2010,Denton,3-Arlington,182260,28,662614
2010,Dickens,1-Lubbock,492,20,2444
2010,Dimmit,8-San Antonio,3001,30,9996
2010,Donley,1-Lubbock,758,21,3677
2010,Duval,11-Edinburg,3075,26,11782
2010,Eastland,2-Abilene,4162,22,18583
2010,Ector,9-Midland,39808,29,137130
2010,Edwards,8-San Antonio,417,21,2002
2010,El Paso,10-El Paso,240813,30,800647
2010,Ellis,3-Arlington,43315,29,149610
2010,Erath,3-Arlington,8448,22,37890
2010,Falls,7-Austin,3877,22,17866
2010,Fannin,3-Arlington,7503,22,33915
2010,Fayette,7-Austin,5389,22,24554
2010,Fisher,2-Abilene,898,23,3974
2010,Floyd,1-Lubbock,1862,29,6446
2010,Foard,2-Abilene,278,21,1336
2010,Fort Bend,6-Houston,173835,30,585375
2010,Franklin,4-Tyler,2602,25,10605
2010,Freestone,7-Austin,4630,23,19816
2010,Frio,8-San Antonio,4259,25,17217
2010,Gaines,9-Midland,6106,35,17526
2010,Galveston,6-Houston,74167,25,291309
2010,Garza,1-Lubbock,1276,20,6461
2010,Gillespie,8-San Antonio,5041,20,24837
2010,Glasscock,9-Midland,352,29,1226
2010,Goliad,8-San Antonio,1648,23,7210
2010,Gonzales,8-San Antonio,5368,27,19807
2010,Gray,1-Lubbock,5571,25,22535
2010,Grayson,3-Arlington,29132,24,120877
2010,Gregg,4-Tyler,31021,25,121730
2010,Grimes,7-Austin,6059,23,26604
2010,Guadalupe,8-San Antonio,36404,28,131533
2010,Hale,1-Lubbock,10434,29,36273
2010,Hall,1-Lubbock,867,26,3353
2010,Hamilton,7-Austin,1816,21,8517
2010,Hansford,1-Lubbock,1703,30,5613
2010,Hardeman,2-Abilene,1019,25,4139
2010,Hardin,5-Beaumont,14110,26,54635
2010,Harris,6-Houston,1147835,28,4092459
2010,Harrison,4-Tyler,16981,26,65631
2010,Hartley,1-Lubbock,1369,23,6062
2010,Haskell,2-Abilene,1228,21,5899
2010,Hays,7-Austin,38761,25,157107
2010,Hemphill,1-Lubbock,1116,29,3807
2010,Henderson,4-Tyler,17842,23,78532
2010,Hidalgo,11-Edinburg,268484,35,774769
2010,Hill,7-Austin,8520,24,35089
2010,Hockley,1-Lubbock,6227,27,22935
2010,Hood,3-Arlington,10902,21,51182
2010,Hopkins,4-Tyler,8994,26,35161
2010,Houston,5-Beaumont,4926,21,23732
2010,Howard,9-Midland,7857,22,35012
2010,Hudspeth,10-El Paso,1047,30,3476
2010,Hunt,3-Arlington,21419,25,86129
2010,Hutchinson,1-Lubbock,5828,26,22150
2010,Irion,9-Midland,368,23,1599
2010,Jack,2-Abilene,1992,22,9044
2010,Jackson,8-San Antonio,3579,25,14075
2010,Jasper,5-Beaumont,8895,25,35710
2010,Jeff Davis,10-El Paso,464,20,2342
2010,Jefferson,5-Beaumont,60398,24,252273
2010,Jim Hogg,11-Edinburg,1538,29,5300
2010,Jim Wells,11-Edinburg,11758,29,40838
2010,Johnson,3-Arlington,41149,27,150934
2010,Jones,2-Abilene,3734,18,20202
2010,Karnes,8-San Antonio,2962,20,14824
2010,Kaufman,3-Arlington,29754,29,103350
2010,Kendall,8-San Antonio,8099,24,33410
2010,Kenedy,11-Edinburg,102,25,416
2010,Kent,2-Abilene,185,23,808
2010,Kerr,8-San Antonio,10014,20,49625
2010,Kimble,9-Midland,939,20,4607
2010,King,1-Lubbock,68,24,286
2010,Kinney,8-San Antonio,724,20,3598
2010,Kleberg,11-Edinburg,8050,25,32061
2010,Knox,2-Abilene,942,25,3719
2010,La Salle,8-San Antonio,1494,22,6886
2010,Lamar,4-Tyler,12095,24,49793
2010,Lamb,1-Lubbock,4092,29,13977
2010,Lampasas,7-Austin,4876,25,19677
